,State,Year,Total Housing Units,House Heating Fuel: Gas,House Heating Fuel: Propane,House Heating Fuel: Electric,House Heating Fuel: Fuel Oil,House Heating Fuel: Wood,Year Built: 2010-2013,Year Built: 2000-2009,Year Built: 1990-1999,Year Built: 1980-1989,Year Built: 1970-1979,Year Built: 1960-1969,Year Built: 1950-1959,Year Built: 1940-1949,Year Built: before 1940,Units in Structure: 1 DETACHED,Units in Structure: 1 ATTACHED,Units in Structure: 2,Units in Structure: 3-4,Units in Structure: 5-9,Units in Structure: 10-19,Units in Structure: 20-49,Units in Structure: 50+,Units in Structure: Mobile Home,"Units in Structure: Boat,RV,Van,Etc.",Number of Rooms: 1,Number of Rooms: 2,Number of Rooms: 3,Number of Rooms: 4,Number of Rooms: 5,Number of Rooms: 6,Number of Rooms: 7,Number of Rooms: 8,Number of Rooms: 9+,Median Number of Rooms,Owner-Occupied,Renter-Occupied,Avg household size of owner-occupied unit,Avg household size of renter-occupied unit,Household Income: Total:,"Household Income: Less than $10,000","Household Income: $10,000 to $14,999","Household Income: $15,000 to $19,999","Household Income: $20,000 to $24,999","Household Income: $25,000 to $29,999","Household Income: $30,000 to $34,999","Household Income: $35,000 to $39,999","Household Income: $40,000 to $44,999","Household Income: $45,000 to $49,999","Household Income: $50,000 to $59,999","Household Income: $60,000 to $74,999","Household Income: $75,000 to $99,999","Household Income: $100,000 to $124,999","Household Income: $125,000 to $149,999","Household Income: $150,000 to $199,999","Household Income: $200,000 or more",Median Household Income,Total Population,Year Built: 2014 or later
13,New York,2017,8255911,4228093,274348,820554,1663074,139739,106773,537449,506962,629885,823748,1034330,1224735,697185,2664785,3466614,413868,859648,592719,428067,341453,670022,1285743,194410,3367,336926,306093,1241808,1532707,1369847,1230274,840599,621610,776047,5.0,10921620,8299235,2.77,2.47,7302710,516085,387751,338489,329437,308071,309724,288290,285362,248822,497608,662900,865640,652954,439386,524362,647829,62765.0,19798228,30059.0
14,North Carolina,2017,4521697,943891,280434,2420199,129759,75345,150622,916002,915943,714138,632118,414327,321840,164071,240414,2949336,182578,93481,125073,197336,187648,110512,77467,595685,2581,66743,74108,313106,761292,1046663,842322,551137,371199,495127,5.5,6461514,3323467,2.57,2.45,3874346,281012,223101,213698,217659,212584,214135,194916,196482,171472,315531,386737,456493,287324,166205,168630,168367,50320.0,10052564,52222.0
15,North Dakota,2017,360660,128034,40253,124849,8689,1785,24213,46212,39238,41047,66696,34146,32596,16225,49521,209895,19890,7469,14494,13801,20714,33337,13805,27114,141,7789,11633,35919,60205,59097,49547,39206,34006,63258,5.6,488995,230068,2.48,2.01,311525,18381,13583,13146,14044,14107,14600,13687,13999,12982,23850,33074,43906,30156,18887,16797,16326,61285.0,745475,10766.0
16,Ohio,2017,5174838,3057727,241227,1080683,104226,88518,70257,507339,613226,466116,737431,632437,736327,325052,1061319,3552698,231390,225839,229148,251423,207190,107193,171786,196586,1585,67897,84430,355196,703701,998267,1031642,737650,523968,672087,5.9,7760123,3536857,2.54,2.25,4633145,348397,236867,245888,251361,236083,245824,224222,225872,197092,376164,481558,571891,373582,223344,208374,186626,52407.0,11609756,25334.0
17,Oklahoma,2017,1712841,768152,98458,559187,2403,26798,59105,243697,204806,252327,326121,199376,178318,93172,136672,1244930,33936,34177,45401,66095,58861,30687,33101,163082,2571,30469,32885,124605,275036,434883,353420,210349,122047,129147,5.4,2528134,1258591,2.62,2.49,1468971,109284,83504,82361,84663,83016,80214,75685,74845,63674,121112,154750,175001,110567,60174,57007,53114,49767.0,3896251,19247.0
18,Oregon,2017,1733041,598180,27283,787240,33535,105771,36064,255665,295798,190218,339099,163320,142515,92870,200634,1102747,76751,49650,76210,76859,63914,54657,86087,141485,4681,45333,62621,152117,305424,349645,300653,200312,137260,179676,5.4,2491604,1445270,2.57,2.4,1571631,102064,74815,77249,79683,80507,76624,73608,73345,65518,126185,165318,202965,136654,80204,78994,77898,56119.0,4025127,16858.0
19,Pennsylvania,2017,5653599,2572824,209004,1120667,843106,141440,79075,480189,541278,539607,701178,578607,774515,438325,1494647,3227474,1053333,253055,230566,183983,142532,116178,219034,225893,1551,107992,108322,404046,690691,913554,1214936,827483,612359,774216,6.0,8912408,3450829,2.58,2.22,5007442,335813,240293,253633,248575,241455,241689,224940,226221,202354,395472,512768,635089,432907,270404,272891,272938,56951.0,12790505,26178.0
32,Puerto Rico,2017,1567300,974,12773,152873,133,141,11738,202652,243980,262111,351920,266022,138465,54908,34031,1061469,182761,56045,53394,69235,49666,27606,61736,5365,23,31231,51436,151476,392076,573295,232901,73937,38138,22810,4.8,2389196,1040651,2.85,2.7,1222606,347977,144795,123765,98947,78361,69022,56177,46757,38262,59928,58662,47101,21816,11073,10184,9779,19775.0,3468963,1473.0
20,Rhode Island,2017,466670,218597,11518,41797,128844,7145,3910,29429,35735,50503,57669,52619,58626,33346,143627,256707,15191,52945,57642,23586,17973,13851,23639,4850,286,10969,13478,47785,80128,99486,86927,53117,35340,39440,5.3,645910,368641,2.61,2.24,412028,30050,21983,19481,19009,17738,17913,16900,17770,13147,29070,38602,53331,39371,25461,27434,24768,61043.0,1056138,1206.0
21,South Carolina,2017,2229324,416320,74302,1333368,17554,18243,75292,451471,436048,373317,341496,205619,151255,68187,95274,1397315,67474,47071,63400,98256,78777,54819,50786,369915,1511,27751,29029,128074,368891,527134,434641,292519,193347,227938,5.6,3285131,1471275,2.56,2.51,1871307,153170,108638,104364,110192,105617,104579,95067,92033,81061,151766,190791,220018,138787,76152,72559,66513,48781.0,4893444,31365.0
22,South Dakota,2017,382912,159514,53053,104929,7594,6214,14276,58163,49449,38357,63352,32492,34410,18141,69187,262052,12886,6957,13080,14481,16072,15400,8455,33376,153,6600,9835,31176,61054,66294,56185,46541,41175,64052,5.8,582238,239218,2.52,2.2,339458,20339,17162,15977,17225,17789,18822,16570,17245,15697,29027,37694,47720,27927,14591,12689,12984,54126.0,855444,5085.0
23,Tennessee,2017,2903199,822574,101513,1550164,10197,50154,85802,494664,530643,413013,459216,308322,263305,139092,175683,1996254,86556,85227,93507,137549,110751,58986,61950,270164,2255,37578,44166,193970,472850,633678,554579,377778,252331,336269,5.6,4338361,2105024,2.57,2.45,2547194,200034,146404,147660,152867,142625,140211,132737,127434,110586,213266,257530,292764,181732,102356,99880,99108,48708.0,6597381,33459.0
24,Texas,2017,10611386,3416177,291843,5618023,9877,35431,497588,2187696,1648269,1761226,1689038,995595,861620,374383,394066,6925144,279941,201826,344274,506785,671323,377091,514542,773297,17163,205668,322196,1107540,1749200,2256250,1922833,1218658,812989,1016052,5.4,17372131,9442882,2.97,2.64,9430419,627321,435491,452082,476936,457932,463717,429581,433696,379654,748080,938444,1132060,814110,507469,541375,592471,57051.0,27419612,201905.0
26,Utah,2017,1046597,783167,20253,115446,1143,11266,43931,222268,187888,132963,175954,75041,74701,38964,77013,719841,63425,31777,46350,34968,46405,33089,33043,37004,695,16038,22031,66666,142562,156643,139387,126422,120703,256145,6.4,2124029,823437,3.25,2.89,938365,41568,31462,32321,37480,38745,40593,40843,43601,37585,82344,111860,142832,97752,56616,54469,48294,65325.0,2993941,17874.0
25,Vermont,2017,331106,45323,40879,12671,111092,42728,5740,36877,37536,52306,51025,29783,20327,10679,85181,220193,13151,18957,21174,15864,5991,7491,5219,22947,119,11873,12297,29492,49803,59595,57780,40586,30285,39395,5.5,441147,158240,2.42,2.08,258535,13477,14002,12917,12893,12135,12796,11320,11885,10593,21438,27873,36006,23215,13820,12517,11648,57808.0,624636,1652.0
27,Virginia,2017,3466921,1034770,138822,1674925,154885,78141,98677,548586,557661,571177,551355,369814,315838,159257,261944,2141407,383726,58200,96519,160375,199028,68010,179883,178597,1176,50223,62592,231863,493180,605550,580331,450369,375985,616828,6.0,5476484,2646920,2.66,2.52,3105636,169924,118872,117969,122729,120912,125630,120875,127461,113600,229174,301961,398836,303511,205823,241329,287030,68766.0,8365952,32612.0
28,Washington,2017,3025516,953532,83427,1520434,54145,113600,91390,487691,520148,403338,492770,287342,234808,147168,322480,1918843,115100,74505,110360,138670,154412,132731,175202,199457,6236,85038,115601,285297,486143,525264,493047,370847,273862,390417,5.5,4552897,2474731,2.64,2.41,2755697,155404,102595,104627,112377,109307,119480,113368,115620,106974,213312,284623,372647,272408,178388,194700,199867,66174.0,7169967,38381.0
29,West Virginia,2017,889277,301466,34417,324545,20600,46250,16665,106772,119997,108975,146069,82002,93395,67328,143937,627469,20016,18126,25207,25682,15363,10255,12830,133839,490,17324,12828,48858,134807,197863,181389,124962,79222,92024,5.7,1329875,458746,2.48,2.28,737671,68709,47396,49457,49444,43511,41620,38147,36616,33298,60247,72467,80683,49008,26145,22810,18113,44061.0,1836843,4137.0
30,Wisconsin,2017,2668692,1516546,260306,365586,54323,95229,44377,344660,371125,265382,393850,261254,297380,151579,522925,1776970,114444,173245,99396,130296,91393,101443,86876,94013,616,47641,63625,224353,434776,540343,472235,333412,235391,316916,5.5,3942240,1673549,2.53,2.18,2328754,122199,112710,113501,119441,112646,120990,109987,112615,100947,196022,254423,320056,212014,120067,109254,91882,56759.0,5763217,16160.0
31,Wyoming,2017,273088,138808,22821,50754,735,12755,9274,44217,31993,38568,55652,22473,24749,12817,30594,180578,11801,5520,12304,9174,6941,6292,2270,37726,482,4862,7130,20506,43331,52739,45094,32003,26285,41138,5.7,403464,165545,2.53,2.33,230237,11498,9605,10542,11243,10919,10776,10218,10790,9497,18239,25216,32555,24473,14474,11447,8745,60938.0,583200,2751.0
52,US,2017,136960864,57295547,5676702,45405508,6069039,2362492,3123981,19866554,19189933,18661407,21272093,14843286,14367849,6958328,17485791,84608778,8085807,5004687,6003655,6510210,6103648,4877964,7136049,8515077,114989,2979759,3553366,12373988,22630525,27679286,24455060,16525788,11630901,15132191,287.9,207029200,109317412,137.79999999999995,125.9,120048527,8290228,5912909,5850945,6009672,5697363,5780308,5388955,5401277,4763457,9241728,11877176,14683147,10295604,6439142,6941320,7475296,56344.5,324473370,1191642.0
28,Alabama,2018,2244462,512524,111625,1205543,3098,17841,80214,362686,408787,327910,370348,253291,195216,93058,117229,1539939,34286,46772,65106,96073,72796,41642,47234,298206,2408,28259,27039,126007,327378,515433,467106,308459,200554,244227,5.7,3311450,1434431,2.6,2.45,1860269,163312,117629,114088,108736,100244,98408,89216,86970,74023,147857,176464,213319,139638,82409,78452,69504,48486.0,4864680,35723.0
29,Alaska,2018,315386,121562,4211,32508,74601,15081,9002,52378,44521,80320,74431,26698,14887,5089,5074,198366,23031,17096,23586,14424,8578,9864,5102,14855,484,18784,23805,40834,60544,56725,41979,27972,20110,24633,4.7,473217,237900,2.92,2.61,253462,10230,7609,7962,8567,8830,8897,8630,9759,8172,18000,27311,36073,29553,20043,23692,20134,76715.0,738516,2986.0
30,Arizona,2018,2970935,827699,69353,1527924,1916,50124,81692,730081,600061,529271,501428,220731,163053,44219,45560,1900540,143022,38159,99792,122169,142435,77088,125779,311084,10867,76675,110230,302540,512853,643288,542232,351172,217835,214110,5.3,4328402,2462278,2.7,2.68,2524300,170434,111075,118026,126194,125448,125317,118929,123277,107425,210570,262334,315900,211274,131233,133172,133692,56213.0,6946685,54839.0
31,Arkansas,2018,1362040,444122,79818,577834,1207,42483,51624,231302,244616,207964,250008,140380,94158,50052,65820,949979,21511,41428,44298,48528,50457,18073,18630,167156,1980,27270,24165,90997,226550,344701,278455,164409,97850,107643,5.4,1943079,963380,2.57,2.43,1152175,93423,74534,70617,73576,69556,65675,61375,60069,51743,95124,111457,124254,78338,44816,39928,37690,45726.0,2990671,26116.0
32,California,2018,14084824,8330878,419110,3426743,31744,205621,230279,1598759,1536758,2135838,2488636,1892586,1900467,849660,1299679,8157883,991403,344085,777985,859787,731491,691834,995111,520262,14983,527901,575658,1658582,2717841,2799376,2394832,1504329,966941,939364,5.1,21294130,17035151,3.01,2.9,12965435,656515,573531,499894,536077,510114,513108,480115,495884,439574,880868,1184505,1589511,1225091,877148,1082448,1421052,71228.0,39148760,152162.0
33,Colorado,2018,2352202,1470907,99758,472807,2074,39435,69784,424374,392256,341166,437144,204884,179513,63720,184171,1474537,164593,38138,77136,108196,135898,125584,129050,97247,1823,51475,88499,235454,363157,364503,345590,268837,233064,401623,5.7,3622104,1789202,2.64,2.41,2113387,107807,73311,73097,81688,83573,88139,87818,88689,79871,163943,212739,288416,212974,145127,159913,166282,68811.0,5531141,55190.0
36,Connecticut,2018,1512305,481116,55429,221755,565439,27214,19181,103632,115459,191306,201360,206299,222628,104394,337795,892608,80684,123908,130948,84021,57153,52380,78492,11734,377,31085,41788,134555,231814,279992,265995,196327,144401,186348,5.6,2408700,1057962,2.66,2.3,1367374,70710,48894,48387,52382,49434,48131,49118,50303,46092,91410,120646,170246,133855,101684,123672,162410,76106.0,3581504,10251.0
34,Delaware,2018,428251,151191,36349,119066,43122,3601,16602,80974,68481,58609,51174,44208,42815,19668,35360,251970,65736,6767,9508,15802,23515,7575,11748,35356,274,4289,4255,22815,51399,71641,83167,69981,53176,67528,6.2,664813,259631,2.61,2.51,357765,19901,12769,12490,15416,15365,16843,15105,14978,13875,27672,36996,50512,34311,22450,25568,23514,65627.0,949495,10360.0
35,District of Columbia,2018,311545,149614,2948,118948,4187,21,9946,26453,9258,13518,23356,36000,39749,36548,108664,37443,76711,9616,21796,21619,31899,24762,87378,230,91,22831,27771,66489,57094,36489,30784,23300,18240,28547,4.2,285293,359585,2.43,2.2,281322,25944,12630,9426,8331,9622,8259,6817,7775,7474,14176,20711,30248,26126,19635,26806,47342,82604.0,684498,8053.0
37,Florida,2018,9348689,348101,69190,7031871,11157,11920,230396,1841784,1601928,1907366,1671892,856245,662846,192250,201956,5074199,577355,202758,368118,471742,543993,533971,727247,837333,11973,179596,216605,940008,2014638,2161303,1669076,979368,608607,579488,5.1,13009337,7157164,2.63,2.68,7621760,520876,360160,389340,410675,410787,402990,382842,377521,331613,630925,770510,907315,592612,356367,368189,409038,53267.0,20598139,182026.0
38,Georgia,2018,4241003,1464425,174356,2014392,6400,31133,112610,930687,887553,718252,586546,374702,256915,116536,179425,2816301,161927,92367,125579,200605,198376,112651,146382,383449,3366,58940,59719,260806,598894,859247,810384,567151,414445,611417,5.8,6433382,3603768,2.75,2.63,3709488,269435,178646,181252,186094,184985,181841,167952,173008,155100,291450,367877,453876,307352,193627,201822,215171,55679.0,10297484,77777.0
40,Hawaii,2018,539053,9742,5529,132403,201,1279,14041,72596,75570,83501,123094,79054,46569,19286,18909,287112,48624,11526,22743,35551,28265,28187,75725,1076,244,29605,42270,74742,110402,109607,73429,41848,26739,30411,4.6,837800,540198,3.15,2.84,456782,24195,13813,14000,14398,14515,15762,14993,17106,14490,31024,44890,64472,50968,37338,42240,42578,78084.0,1422029,6433.0
39,Idaho,2018,711731,320214,30149,206490,9094,44777,23860,150581,131399,77565,131038,44753,45785,28592,59404,520741,21323,16213,31864,19918,15085,11969,14032,59316,1270,13177,17360,46357,106134,140986,122366,87139,69430,108782,5.8,1169931,487848,2.73,2.57,618331,38492,29568,29865,33635,31268,34988,32391,31324,28244,54943,70028,76641,51057,28311,25253,22323,53089.0,1687809,18754.0
41,Illinois,2018,5347268,3760367,196425,787245,7001,21764,72291,592285,588244,478474,772176,624961,681255,336268,1162814,3144791,306831,302751,346168,341128,204909,194479,372986,131643,1582,138761,125098,438586,841761,1054450,950364,645354,483159,669735,5.6,8602939,3920658,2.7,2.39,4830038,314802,194284,210540,220865,206622,209338,198458,201578,177177,359558,469039,613917,452341,298758,335066,367695,63575.0,12821497,38500.0
42,Indiana,2018,2870670,1530031,182253,748180,17606,52603,66150,358133,423886,287418,403512,316856,313891,167577,495982,2087452,107460,72091,101364,135091,102143,62138,62947,139156,828,38998,44540,189639,404713,603288,559429,390086,271351,368626,5.8,4594066,1855681,2.61,2.34,2553818,161937,117149,130218,132008,132773,135371,126209,128048,112088,218078,274815,335317,214337,125469,113344,96657,54325.0,6637426,37265.0
43,Iowa,2018,1386722,770567,164356,280825,6710,17357,40170,158500,147699,102544,201409,144415,140023,72207,356939,1016355,55337,31756,47581,51563,53875,49302,28740,51765,448,19572,31235,103118,206396,243688,234320,184686,145735,217972,5.9,2241497,790918,2.51,2.18,1256855,68502,55656,59026,60647,59917,61240,57473,61014,53332,104907,137981,178095,116267,68003,61585,53210,58580.0,3132499,22816.0
44,Kansas,2018,1266378,740409,85364,270325,1586,18915,28892,145268,163501,146482,191079,130731,161700,72120,210440,920894,57417,32343,45195,49126,46512,31430,26690,55974,797,25742,25332,89653,173980,230174,216661,169998,133258,201580,5.9,1957677,871031,2.62,2.3,1124549,65369,49481,51662,53743,57200,57142,53796,55380,48322,92506,120175,147236,100104,59025,58781,54627,57422.0,2908776,16165.0
45,Kentucky,2018,1974406,642713,106644,900901,14852,47428,54592,295558,339163,249558,328558,214429,182296,89804,192380,1325460,49056,60081,85666,90062,65924,30246,29942,236845,1124,26511,31762,136827,328465,442469,369563,244892,165830,228087,5.6,2955765,1353300,2.55,2.37,1728681,152774,105004,100724,97642,94969,93022,85583,84813,73021,137713,169150,199666,129000,76995,67534,61071,48392.0,4440204,28068.0
46,Louisiana,2018,2045554,585991,36083,1095441,955,9475,76787,308309,259072,298995,376736,262543,198668,89220,138499,1334668,54834,85886,84011,66342,59466,39161,50101,268310,2775,28959,38730,154840,350744,520768,401037,244250,152641,153585,5.4,3031410,1502811,2.68,2.49,1736021,167068,108333,107587,104135,97404,87724,77778,77475,69014,126646,154607,188543,131031,82248,81945,74483,47942.0,4663616,36725.0
47,Maine,2018,739077,41237,55461,34834,344816,65451,15312,97931,90350,105485,102982,52990,53031,35491,178491,518686,16902,36598,41763,27496,11306,13617,11097,61323,289,20335,26833,69189,126314,150148,130142,87803,57472,70841,5.3,981718,315084,2.44,2.03,556955,33789,30791,29911,27098,27207,28358,26883,24690,23151,45847,59728,74153,49024,27811,25562,22952,55425.0,1332813,7014.0
48,Maryland,2018,2437740,967637,75006,901382,193194,28402,61091,284800,353275,375013,346824,281477,279614,129309,291556,1253733,521939,36313,55328,120207,199614,54153,161051,34578,824,36478,47625,177901,315263,350178,410468,333198,276662,489967,6.2,4031206,1831677,2.75,2.51,2192518,103376,63381,65727,66417,71878,73649,72866,76848,69274,149066,201098,286460,238462,174830,222637,256549,81868.0,6003435,34781.0
49,Massachusetts,2018,2882739,1341793,85505,407815,690486,36789,45461,205600,221764,311967,334982,296110,323751,161272,953038,1501300,154655,287360,308728,167997,124484,126421,187367,23508,919,75835,91584,289401,455869,522470,498783,351380,262007,335410,5.5,4364655,2214898,2.69,2.26,2601914,141665,117095,99967,96039,90190,92898,84349,87098,77960,159016,223272,311620,262710,199140,247215,311680,77378.0,6830193,28794.0
50,Michigan,2018,4580939,2988839,323130,374024,44640,121949,54480,453004,604698,454292,704492,546353,687047,355865,683799,3310218,208976,107731,119258,193845,162898,94880,140005,242072,1056,65271,88200,334413,636880,931963,905594,605026,429821,583771,5.8,7142169,2585932,2.57,2.28,3909509,270974,182415,193595,200896,194588,201336,185299,189195,166406,318176,400946,485187,329368,202211,201893,187024,54938.0,9957488,36909.0
51,Minnesota,2018,2420473,1431359,226790,377087,39881,48608,55253,348694,327325,311737,361333,233682,241675,108607,396668,1625616,178197,52312,50352,53247,82485,122997,173691,80828,748,47521,71478,214544,335343,354982,356054,308197,264343,468011,6.0,4034527,1359971,2.6,2.21,2167801,95813,84069,80874,87853,87858,89569,88183,91810,83183,165587,224732,303935,221933,151454,156891,154057,68411.0,5527358,35499.0
0,Mississippi,2018,1316108,336022,126999,620616,2350,14499,43114,228952,230982,194186,244340,151893,97738,44847,59510,909562,14834,31456,39284,58371,31750,14194,15078,200009,1570,19248,20624,78860,206172,338500,270254,171395,102050,109005,5.5,1976579,915762,2.62,2.6,1105576,113175,76319,74327,68278,65117,61203,54498,53790,47283,84396,102096,123926,73926,40786,36688,29768,43567.0,2988762,20546.0
1,Missouri,2018,2775635,1218329,211469,857056,4961,87471,65982,378096,403112,336024,433433,316974,285885,133539,388098,1949251,93580,92309,130253,109545,97071,57752,71300,172502,2072,43395,55987,207221,426144,598537,516095,343766,249036,335454,5.6,4104047,1810957,2.56,2.28,2396271,158836,118404,122333,127388,124137,129224,119243,120404,104302,195669,249084,300226,195077,115715,111519,104710,53560.0,6090062,34492.0
2,Montana,2018,505685,225942,51715,101656,3970,33334,16085,76593,69800,56580,91219,44181,47723,23861,70321,350121,18461,15154,22318,14651,11077,9307,8440,55335,821,15452,16784,45310,86531,95287,77611,56488,44002,68220,5.4,707562,305301,2.47,2.23,423240,27058,22449,21411,23392,23565,23372,21503,21227,18170,35694,45157,51580,34101,19422,18200,16939,52559.0,1041732,9322.0
3,Nebraska,2018,830749,447285,56195,230501,2869,9376,23399,97849,96148,78039,133046,93514,79304,40552,175163,602873,33073,16122,22024,32545,39104,31044,25227,28424,313,13209,22622,66508,113699,135156,131384,108716,88775,150680,6.0,1285720,567089,2.58,2.22,754063,40512,31484,33014,36057,36302,37232,36912,35040,32310,63275,82615,103433,71539,42044,38623,33671,59116.0,1904760,13735.0
4,Nevada,2018,1235096,635856,27764,377628,6585,15462,37471,349632,336038,191574,159093,73420,35228,14006,13674,737719,56951,16145,77243,100751,66688,36315,76084,65692,1508,38426,45012,132324,221587,260068,221992,135872,87736,92079,5.2,1630950,1254199,2.72,2.64,1075930,66099,42870,46175,52503,52723,55785,52494,52288,46946,89534,116327,143651,94826,56822,56228,50659,57598.0,2922849,24960.0
5,New Hampshire,2018,630955,108046,82755,48201,233192,40901,11478,76646,66688,126510,93134,54721,44290,23638,127215,402386,33911,34093,35159,29417,19581,27753,12916,35510,229,11156,17673,54681,104829,115948,110324,81914,60228,74202,5.6,971783,329259,2.59,2.15,528078,19962,17120,19075,19686,19732,21875,19149,19683,18692,38093,54158,73982,58038,39393,44900,44540,74057.0,1343622,6635.0
6,New Jersey,2018,3605401,2411472,63138,408397,284056,13422,58133,331184,345546,422893,456230,487733,539274,265576,661999,1931259,342782,334136,230589,172006,178166,140648,240979,34236,600,85365,77564,366244,552606,603535,580041,448253,373406,518387,5.7,5772234,2924825,2.81,2.52,3213362,165332,106777,118201,121047,115724,113182,107671,106659,98978,200582,279210,389646,322775,240597,310244,416737,79363.0,8881845,36833.0
7,New Mexico,2018,932818,505540,58239,145051,1052,52217,22074,145017,165868,158952,163590,95948,89687,37994,41966,599433,32386,17038,35712,27260,22643,16468,21651,158166,2061,25114,23176,72569,164710,226686,183336,111027,64273,61927,5.3,1411420,638056,2.69,2.54,775651,71461,46565,45977,46783,43912,40663,37203,34927,33099,61051,73430,87444,58236,33084,32953,28863,48059.0,2092434,11722.0
8,New York,2018,8287087,4286403,283653,840252,1592482,133515,119495,527578,513370,629850,824435,1040166,1215468,690197,2669761,3477790,414580,858846,586291,431455,345347,674445,1302352,192909,3072,346301,311185,1246122,1535784,1367231,1229274,841512,622803,786875,5.0,10836283,8207322,2.75,2.43,7316537,492408,378399,325767,318683,301819,300327,275108,279709,243067,492299,648570,868488,658357,466265,554471,712800,65323.0,19618453,56767.0
9,North Carolina,2018,4573066,956931,276814,2465238,124182,70306,167882,909326,916879,716715,630915,411647,321510,162889,240138,2976686,187331,94876,126105,196249,192765,116356,84381,595468,2849,70124,74904,321727,770582,1050488,848197,553945,375478,507621,5.5,6540849,3342061,2.57,2.44,3918597,266502,212515,207195,210335,210982,209328,193292,196956,167230,320322,387786,471985,303156,185224,183853,191936,52413.0,10155624,95165.0
10,North Dakota,2018,367684,127613,41478,127834,8094,1665,27117,45465,39223,41905,65909,33362,32365,15983,48635,211386,20280,7608,14120,14120,20898,36913,15471,26767,121,8566,12457,37535,61679,59489,49617,38984,35089,64268,5.6,490887,235766,2.49,2.01,314903,18064,13227,13158,12633,14064,13846,13219,13791,12919,24633,32414,45061,31435,20415,18541,17483,63473.0,752201,17720.0
11,Ohio,2018,5188270,3064269,243009,1097464,101514,85761,78298,501604,614813,466027,741153,632105,732973,324252,1051084,3560951,233897,223313,229485,248769,207045,109493,178311,195463,1543,69144,87370,356966,701633,992715,1029665,735654,528912,686211,5.9,7782257,3545527,2.53,2.24,4654075,333406,226269,234656,241376,232036,238321,218745,224516,195864,374620,479196,586108,392130,241243,226944,208645,54533.0,11641879,45961.0
12,Oklahoma,2018,1723230,764463,97501,570092,2798,25597,65521,238496,204226,253849,323260,199750,178620,90632,135212,1254056,33944,32722,46050,67125,58930,30908,34407,162349,2739,31794,33734,124624,273203,436636,355548,210087,123765,133839,5.4,2537974,1270040,2.62,2.5,1474620,104686,79794,80385,81892,81511,79230,73745,73955,64010,121219,153601,179466,114397,65039,62455,59235,51424.0,3918137,33664.0
13,Oregon,2018,1750539,605478,27150,803200,31346,104372,39459,253920,297374,193150,338270,162662,142177,92566,200249,1110754,78359,48652,75958,78481,66304,56819,89220,141071,4921,48277,65896,154325,305967,349114,302746,201595,140392,182227,5.4,2545176,1448791,2.58,2.39,1591835,95003,70503,74158,74284,78482,76181,70998,71889,64622,126644,166000,209965,142816,88215,90895,91180,59393.0,4081943,30712.0
14,Pennsylvania,2018,5673599,2582392,214809,1142047,828182,137794,88118,475083,542968,542606,704497,576665,775965,427320,1493582,3238060,1055994,250477,230740,183867,143833,119580,225520,224034,1494,109479,112457,407186,699841,908220,1205813,828076,617116,785411,6.0,8908982,3457067,2.57,2.22,5025132,315702,227537,243269,240294,238838,236685,218023,219863,199038,393025,507643,646375,450266,288974,296797,302803,59445.0,12791181,46795.0
27,Puerto Rico,2018,1563159,1001,11627,139095,139,132,13188,197781,242139,259449,353555,268275,138392,55283,32793,1063080,183401,53659,51091,67919,48506,27683,62383,5413,24,30267,50663,146159,394933,581502,231070,71319,35474,21772,4.8,2321906,1027791,2.83,2.67,1205075,333145,143400,122665,96672,79401,67526,56023,47119,38180,61015,59464,46497,22355,10992,10094,10527,20166.0,3386941,2304.0
15,Rhode Island,2018,467412,220693,11935,42130,125460,6298,4339,28354,35311,51668,57031,52520,58591,32519,144990,257154,15425,51951,57946,23801,18056,13675,24570,4548,286,11428,12916,49564,79690,98262,86473,53641,35695,39743,5.3,649256,365613,2.62,2.24,410885,27976,21929,18454,18404,16967,17116,16428,17307,12995,28967,38889,51575,40991,26330,29091,27466,63296.0,1056611,2089.0
16,South Carolina,2018,2256951,422579,71873,1355410,16220,17034,85021,445055,437146,374939,339727,204732,151393,67247,94579,1417409,69711,46318,63800,97149,77871,57240,54590,371197,1666,31608,29921,130217,367827,526626,438312,296737,198535,237168,5.6,3345363,1473765,2.56,2.5,1894711,145418,104615,100493,105989,105418,102763,91395,91331,82675,154561,194100,229417,144972,83699,81237,76628,51015.0,4955925,57112.0
17,South Dakota,2018,387637,160190,53595,106380,7165,6629,15641,57706,49954,38642,64016,31912,34623,17229,69407,264298,13867,6753,12914,14633,16420,15829,8995,33726,202,7113,9784,31285,61468,66095,57557,46653,42850,64832,5.8,590109,240172,2.54,2.2,341565,19651,16586,15062,16097,16961,19342,16256,16431,15018,28790,37893,49022,30544,16219,14305,13388,56499.0,864289,8507.0
18,Tennessee,2018,2930530,824859,98031,1574695,9892,47262,95427,488792,531160,415154,457070,306611,261833,136808,175309,2009258,88505,83742,94003,138185,111761,61280,68251,272979,2566,40438,46243,196935,474477,634602,559972,377916,256233,343714,5.6,4377881,2118314,2.57,2.45,2567061,190342,141456,143086,143310,141143,136061,130436,127042,108652,212139,260418,305237,193963,113288,109904,110584,50972.0,6651089,62366.0
